customerID,Male,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,NumServices,AverageCharges,TenureBucket,TenureContract,HighPaying,CostPerService,ServiceRatio,PricePerTenureMonth,TenureMonthlyCharge,TenureNumServices
6481-LXPWL,True,False,True,True,56,False,False,True,False,True,True,False,False,False,One year,True,Credit card (automatic),36.1,1971.5,False,3,34.58771929824562,4-5 years,4-5 yearsOne year,False,8.646929824561404,0.3333333333333333,33.954385964912284,2021.6,168
1567-DSCIC,True,False,False,False,8,True,True,True,False,True,True,False,True,False,Month-to-month,True,Electronic check,94.0,773.65,True,6,85.96111111111111,<1 year,<1 yearMonth-to-month,True,12.28015873015873,0.6666666666666666,75.51666666666667,752.0,48
2150-UWTFY,False,False,True,True,22,True,False,True,True,True,True,False,False,False,Month-to-month,False,Mailed check,61.15,1422.05,True,5,61.82826086956521,1-2 years,1-2 yearsMonth-to-month,False,10.304710144927537,0.5555555555555556,59.1695652173913,1345.3,110
6124-ACRHJ,False,False,False,False,1,True,False,False,False,False,False,False,False,False,Month-to-month,False,Mailed check,19.75,19.75,False,1,9.875,<1 year,<1 yearMonth-to-month,False,4.9375,0.1111111111111111,0.0,19.75,1
9362-MWODR,False,False,False,True,40,True,False,True,True,False,False,True,True,False,Month-to-month,True,Credit card (automatic),64.1,2460.35,False,5,60.00853658536585,3-4 years,3-4 yearsMonth-to-month,False,10.001422764227645,0.5555555555555556,58.44512195121951,2564.0,200
9975-GPKZU,True,False,True,True,46,True,False,False,False,False,False,False,False,False,Two year,False,Credit card (automatic),19.75,856.5,False,1,18.22340425531915,3-4 years,3-4 yearsTwo year,False,9.111702127659576,0.1111111111111111,17.8031914893617,908.5,46
9625-RZFUK,True,False,True,True,63,True,False,False,False,False,False,False,False,False,Two year,False,Mailed check,19.7,1275.85,False,1,19.93515625,5+ years,5+ yearsTwo year,False,9.967578125,0.1111111111111111,19.62734375,1241.1,63
5153-LXKDT,True,False,True,True,68,True,True,True,True,True,True,False,True,True,Two year,True,Electronic check,110.2,7467.5,False,8,108.22463768115942,5+ years,5+ yearsTwo year,True,12.024959742351047,0.8888888888888888,106.62753623188406,7493.6,544
5161-UBZXI,True,False,True,True,69,True,False,True,True,True,False,True,True,True,Two year,True,Credit card (automatic),106.35,7261.75,False,7,103.73928571428571,5+ years,5+ yearsTwo year,True,12.967410714285714,0.7777777777777778,102.22,7338.15,483
1020-JPQOW,False,False,True,False,56,True,True,True,False,True,True,True,False,False,Month-to-month,False,Electronic check,90.55,5116.6,False,6,89.76491228070176,4-5 years,4-5 yearsMonth-to-month,True,12.823558897243108,0.6666666666666666,88.17631578947369,5070.8,336
7919-ZODZZ,False,False,True,True,10,True,False,True,False,True,True,False,False,True,One year,True,Mailed check,65.9,660.05,False,5,60.00454545454545,<1 year,<1 yearOne year,False,10.000757575757577,0.5555555555555556,54.01363636363636,659.0,50
0565-JUPYD,True,False,False,False,63,True,True,True,True,True,True,True,True,False,One year,False,Credit card (automatic),104.5,6590.8,False,8,102.98125,5+ years,5+ yearsOne year,True,11.442361111111111,0.8888888888888888,101.3484375,6583.5,504
6867-ACCZI,False,False,True,True,24,False,False,True,True,True,True,True,False,True,Two year,True,Mailed check,52.5,1208.15,False,6,48.326,1-2 years,1-2 yearsTwo year,False,6.903714285714286,0.6666666666666666,46.226000000000006,1260.0,144
5939-XAIXZ,False,False,False,False,19,True,True,True,False,False,True,False,False,False,Month-to-month,True,Mailed check,56.1,1033.9,False,4,51.69500000000001,1-2 years,1-2 yearsMonth-to-month,False,10.339000000000002,0.4444444444444444,48.89,1065.9,76
9054-FOWNV,True,False,True,True,22,True,True,True,False,False,True,False,True,False,Month-to-month,True,Electronic check,88.75,1885.15,False,5,81.96304347826087,1-2 years,1-2 yearsMonth-to-month,True,13.660507246376811,0.5555555555555556,78.10434782608696,1952.5,110
2683-BPJSO,True,False,True,False,29,True,True,True,True,True,False,False,False,False,Month-to-month,True,Electronic check,84.45,2467.1,True,5,82.23666666666666,2-3 years,2-3 yearsMonth-to-month,True,13.706111111111111,0.5555555555555556,79.42166666666667,2449.05,145
2157-MXBJS,True,False,True,False,13,True,True,True,False,False,True,False,True,True,One year,True,Mailed check,75.3,989.45,True,6,70.675,1-2 years,1-2 yearsOne year,True,10.096428571428572,0.6666666666666666,65.29642857142858,978.9,78
8207-VVMYB,False,False,True,False,70,True,True,False,False,False,False,False,False,False,Two year,True,Bank transfer (automatic),26.0,2006.95,False,2,28.266901408450703,5+ years,5+ yearsTwo year,False,9.422300469483568,0.2222222222222222,27.900704225352115,1820.0,140
9732-EQMWY,False,False,True,False,49,True,False,True,False,True,True,False,True,True,Month-to-month,False,Electronic check,99.4,5025.0,False,6,100.5,4-5 years,4-5 yearsMonth-to-month,True,14.357142857142858,0.6666666666666666,98.512,4870.6,294
9360-AHGNL,False,True,True,False,43,True,True,True,True,False,True,True,True,True,One year,True,Mailed check,109.55,4830.25,True,8,109.7784090909091,3-4 years,3-4 yearsOne year,True,12.19760101010101,0.8888888888888888,107.28863636363636,4710.65,344
1087-UDSIH,False,False,False,False,3,True,False,False,False,False,False,False,False,False,Month-to-month,True,Mailed check,19.6,59.75,True,1,14.9375,<1 year,<1 yearMonth-to-month,False,7.46875,0.1111111111111111,10.0375,58.8,3
5269-NRGDP,True,False,True,True,42,True,False,True,False,False,True,True,True,True,One year,False,Electronic check,73.15,3088.25,False,6,71.81976744186046,3-4 years,3-4 yearsOne year,True,10.259966777408636,0.6666666666666666,70.11860465116278,3072.3,252
6195-MELTI,True,False,False,False,57,True,False,True,False,True,False,True,False,False,One year,True,Mailed check,54.65,3134.7,False,4,54.04655172413793,4-5 years,4-5 yearsOne year,False,10.809310344827583,0.4444444444444444,53.10431034482758,3115.05,228
5485-WUYWF,True,True,False,False,2,True,False,True,True,False,True,False,True,False,Month-to-month,False,Bank transfer (automatic),66.4,94.55,True,5,31.516666666666666,<1 year,<1 yearMonth-to-month,False,5.252777777777777,0.5555555555555556,9.383333333333333,132.8,10
2121-JAFOM,False,False,True,False,72,True,True,True,True,True,True,True,True,True,Two year,True,Credit card (automatic),115.55,8312.4,False,9,113.86849315068493,5+ years,5+ yearsTwo year,True,11.386849315068492,1.0,112.28561643835616,8319.6,648
8818-DOPVL,False,True,False,False,46,True,True,True,False,True,True,False,True,True,Month-to-month,True,Electronic check,104.45,4863.85,False,7,103.48617021276596,3-4 years,3-4 yearsMonth-to-month,True,12.935771276595746,0.7777777777777778,101.26382978723406,4804.7,322
2632-UCGVD,True,True,True,False,66,True,True,True,False,False,False,True,True,True,Month-to-month,True,Credit card (automatic),100.05,6871.9,True,6,102.56567164179104,5+ years,5+ yearsMonth-to-month,True,14.652238805970148,0.6666666666666666,101.07238805970148,6603.3,396
5445-PZWGX,True,False,False,False,62,True,True,True,True,True,False,True,False,True,One year,False,Electronic check,102.0,6529.25,True,7,103.63888888888889,5+ years,5+ yearsOne year,True,12.95486111111111,0.7777777777777778,102.01984126984128,6324.0,434
1227-UDMZR,False,False,True,False,72,True,True,True,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),91.15,6637.9,False,9,90.93013698630136,5+ years,5+ yearsTwo year,True,9.093013698630136,1.0,89.68150684931507,6562.8,648
5198-HQAEN,True,False,True,True,35,True,False,True,False,True,False,True,True,False,One year,True,Electronic check,89.7,3165.6,False,5,87.93333333333334,2-3 years,2-3 yearsOne year,True,14.655555555555557,0.5555555555555556,85.44166666666666,3139.5,175
9170-CCKOU,True,False,True,False,17,True,True,True,True,True,True,False,False,False,Month-to-month,False,Credit card (automatic),90.2,1454.15,True,6,80.78611111111111,1-2 years,1-2 yearsMonth-to-month,True,11.540873015873016,0.6666666666666666,75.775,1533.4,102
2167-FQSTQ,False,False,True,False,72,True,True,True,True,True,True,True,True,True,Two year,True,Electronic check,92.4,6786.1,False,9,92.96027397260276,5+ years,5+ yearsTwo year,True,9.296027397260277,1.0,91.69452054794522,6652.8,648
2819-GWENI,False,False,True,True,28,True,False,False,False,False,False,False,False,False,One year,False,Mailed check,19.9,543.0,False,1,18.724137931034484,2-3 years,2-3 yearsOne year,False,9.362068965517242,0.1111111111111111,18.03793103448276,557.1999999999999,28
1043-YCUTE,True,False,True,False,56,True,True,False,False,False,False,False,False,False,Two year,True,Credit card (automatic),25.15,1327.15,True,2,23.28333333333333,4-5 years,4-5 yearsTwo year,False,7.761111111111112,0.2222222222222222,22.84210526315789,1408.4,112
3814-MLAXC,False,False,False,False,31,True,True,True,False,False,False,True,False,False,Month-to-month,True,Credit card (automatic),79.85,2404.15,True,4,75.1296875,2-3 years,2-3 yearsMonth-to-month,True,15.0259375,0.4444444444444444,72.634375,2475.35,124
3572-UUHRS,True,False,False,False,45,True,False,False,False,False,False,False,False,False,One year,False,Bank transfer (automatic),18.85,867.3,False,1,18.854347826086958,3-4 years,3-4 yearsOne year,False,9.427173913043475,0.1111111111111111,18.444565217391304,848.2500000000001,45
2692-PFYTJ,False,False,False,False,1,True,True,False,False,False,False,False,False,False,Month-to-month,True,Mailed check,25.75,25.75,False,2,12.875,<1 year,<1 yearMonth-to-month,False,4.291666666666667,0.2222222222222222,0.0,25.75,2
1226-UDFZR,False,False,False,False,2,True,False,True,False,True,False,False,False,False,Month-to-month,True,Mailed check,49.6,114.7,True,3,38.23333333333333,<1 year,<1 yearMonth-to-month,False,9.558333333333334,0.3333333333333333,21.7,99.2,6
5955-EPOAZ,False,False,False,False,6,True,False,False,False,False,False,False,False,False,Month-to-month,True,Mailed check,20.95,109.5,False,1,15.642857142857142,<1 year,<1 yearMonth-to-month,False,7.821428571428571,0.1111111111111111,12.65,125.7,6
6821-JPCDC,False,False,True,False,48,True,False,True,False,True,True,False,True,True,One year,True,Electronic check,97.05,4692.95,False,6,95.77448979591836,3-4 years,3-4 yearsOne year,True,13.68206997084548,0.6666666666666666,93.7938775510204,4658.4,288
8815-LMFLX,True,False,True,True,25,True,True,False,False,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),25.4,546.85,False,2,21.032692307692308,2-3 years,2-3 yearsMonth-to-month,False,7.010897435897436,0.2222222222222222,20.055769230769236,635.0,50
9135-HSWOC,True,False,True,True,64,True,False,False,False,False,False,False,False,False,Two year,True,Bank transfer (automatic),19.7,1274.05,False,1,19.60076923076923,5+ years,5+ yearsTwo year,False,9.800384615384615,0.1111111111111111,19.297692307692305,1260.8,64
8582-KRHPJ,True,False,False,False,50,False,False,True,True,True,False,False,False,False,Month-to-month,True,Mailed check,35.0,1782.4,False,3,34.94901960784314,4-5 years,4-5 yearsMonth-to-month,False,8.737254901960785,0.3333333333333333,34.26274509803922,1750.0,150
5811-IWXYM,False,False,True,True,52,True,True,True,False,False,True,False,True,True,One year,False,Bank transfer (automatic),101.25,5301.1,False,6,100.02075471698114,4-5 years,4-5 yearsOne year,True,14.28867924528302,0.6666666666666666,98.11037735849057,5265.0,312
7044-YAACC,True,True,True,False,4,True,False,True,False,False,False,False,False,False,Month-to-month,True,Electronic check,70.2,280.35,False,2,56.07000000000001,<1 year,<1 yearMonth-to-month,False,18.69,0.2222222222222222,42.03000000000001,280.8,8
8189-XRIKE,False,True,False,False,32,True,False,True,False,False,False,False,True,True,Month-to-month,False,Electronic check,90.95,2897.95,False,4,87.81666666666666,2-3 years,2-3 yearsMonth-to-month,True,17.563333333333333,0.4444444444444444,85.06060606060606,2910.4,128
1506-YJTYT,True,False,True,True,45,True,True,True,True,True,False,True,True,False,Two year,False,Credit card (automatic),73.85,3371.0,False,7,73.28260869565217,3-4 years,3-4 yearsTwo year,True,9.160326086956522,0.7777777777777778,71.67717391304348,3323.2499999999995,315
4123-DVHPH,True,False,True,False,9,True,True,True,True,False,False,False,False,True,Month-to-month,True,Electronic check,88.05,801.3,False,5,80.13,<1 year,<1 yearMonth-to-month,True,13.355,0.5555555555555556,71.325,792.4499999999999,45
6425-YQLLO,False,True,True,False,66,True,True,True,False,False,True,True,True,True,One year,True,Credit card (automatic),105.95,6975.25,True,7,104.10820895522389,5+ years,5+ yearsOne year,True,13.013526119402986,0.7777777777777778,102.5268656716418,6992.7,462
5442-UTCVD,True,False,False,True,3,True,True,True,False,False,True,False,False,True,Month-to-month,False,Electronic check,91.85,257.05,True,5,64.2625,<1 year,<1 yearMonth-to-month,True,10.710416666666667,0.5555555555555556,41.3,275.54999999999995,15
2228-BZDEE,False,False,False,False,54,True,False,False,False,False,False,False,False,False,Two year,False,Mailed check,20.1,1079.45,False,1,19.62636363636364,4-5 years,4-5 yearsTwo year,False,9.81318181818182,0.1111111111111111,19.26090909090909,1085.4,54
7734-DBOAI,False,False,True,True,1,False,False,True,False,False,False,True,True,False,Month-to-month,False,Electronic check,40.1,40.1,True,3,20.05,<1 year,<1 yearMonth-to-month,False,5.0125,0.3333333333333333,0.0,40.1,3
2789-CZANW,False,False,True,True,64,True,True,True,True,True,False,True,True,True,Two year,False,Bank transfer (automatic),110.3,6997.3,False,8,107.65076923076924,5+ years,5+ yearsTwo year,True,11.961196581196582,0.8888888888888888,105.95384615384616,7059.2,512
2091-RFFBA,False,True,False,False,31,True,True,True,False,False,False,False,False,False,Month-to-month,True,Electronic check,73.9,2217.15,True,3,69.2859375,2-3 years,2-3 yearsMonth-to-month,True,17.321484375,0.3333333333333333,66.9765625,2290.9,93
2114-MGINA,False,False,False,False,14,True,False,True,False,False,False,False,True,True,Month-to-month,True,Mailed check,89.8,1129.1,True,4,75.27333333333333,1-2 years,1-2 yearsMonth-to-month,True,15.054666666666666,0.4444444444444444,69.28666666666666,1257.2,56
7596-LDUXP,False,False,False,False,12,True,False,True,True,False,False,False,True,False,One year,True,Credit card (automatic),85.15,979.05,False,4,75.31153846153846,<1 year,<1 yearOne year,True,15.062307692307693,0.4444444444444444,68.76153846153846,1021.8,48
3740-RLMVT,True,True,True,False,67,True,False,True,True,True,False,True,False,False,One year,True,Bank transfer (automatic),60.95,4119.4,False,5,60.579411764705874,5+ years,5+ yearsOne year,False,10.09656862745098,0.5555555555555556,59.68308823529412,4083.65,335
4489-SNOJF,False,False,True,True,35,True,True,True,True,False,True,True,True,False,Month-to-month,False,Electronic check,72.25,2568.55,True,7,71.34861111111111,2-3 years,2-3 yearsMonth-to-month,True,8.918576388888889,0.7777777777777778,69.34166666666667,2528.75,245
2192-OZITF,False,False,False,False,45,True,True,True,True,False,False,True,False,True,Two year,False,Mailed check,73.55,3349.1,False,6,72.80652173913043,3-4 years,3-4 yearsTwo year,True,10.400931677018631,0.6666666666666666,71.20760869565217,3309.75,270
5651-CPDND,True,False,False,False,10,True,False,True,False,False,False,False,False,False,Month-to-month,False,Mailed check,46.0,492.1,False,2,44.73636363636364,<1 year,<1 yearMonth-to-month,False,14.912121212121214,0.2222222222222222,40.554545454545455,460.0,20
2186-QZEYA,False,True,False,False,29,True,True,True,True,True,False,False,False,False,Month-to-month,True,Bank transfer (automatic),58.55,1718.95,False,5,57.29833333333333,2-3 years,2-3 yearsMonth-to-month,False,9.549722222222222,0.5555555555555556,55.34666666666667,1697.9499999999998,145
1131-ALZWV,False,False,False,False,24,True,True,False,False,False,False,False,False,False,One year,False,Bank transfer (automatic),24.6,605.25,False,2,24.21,1-2 years,1-2 yearsOne year,False,8.07,0.2222222222222222,23.226,590.4000000000001,48
7729-XBTWX,True,False,True,True,66,True,False,False,False,False,False,False,False,False,Two year,True,Mailed check,19.75,1344.5,False,1,20.06716417910448,5+ years,5+ yearsTwo year,False,10.03358208955224,0.1111111111111111,19.77238805970149,1303.5,66
9134-WYRVP,True,False,False,False,51,True,False,True,True,False,False,False,True,False,One year,False,Mailed check,86.35,4267.15,False,4,82.06057692307692,4-5 years,4-5 yearsOne year,True,16.412115384615383,0.4444444444444444,80.39999999999999,4403.849999999999,204
3284-SVCRO,False,False,True,False,45,True,True,False,False,False,False,False,False,False,Two year,False,Mailed check,25.5,1121.05,False,2,24.370652173913044,3-4 years,3-4 yearsTwo year,False,8.123550724637681,0.2222222222222222,23.816304347826087,1147.5,90
9732-OUYRN,False,False,True,False,49,True,False,False,False,False,False,False,False,False,One year,False,Credit card (automatic),19.0,918.7,False,1,18.374,4-5 years,4-5 yearsOne year,False,9.187,0.1111111111111111,17.994,931.0,49
0559-CKHUS,False,False,True,False,29,True,False,False,False,False,False,False,False,False,Two year,True,Mailed check,19.55,521.8,False,1,17.39333333333333,2-3 years,2-3 yearsTwo year,False,8.696666666666665,0.1111111111111111,16.741666666666664,566.95,29
2931-SVLTV,True,False,True,True,40,True,True,True,True,True,False,True,True,True,Month-to-month,True,Credit card (automatic),110.1,4469.1,False,8,109.00243902439026,3-4 years,3-4 yearsMonth-to-month,True,12.11138211382114,0.8888888888888888,106.3170731707317,4404.0,320
6899-PPEEA,False,True,False,False,37,True,True,True,False,False,False,False,True,True,Month-to-month,True,Electronic check,96.55,3580.3,True,5,94.21842105263158,3-4 years,3-4 yearsMonth-to-month,True,15.703070175438596,0.5555555555555556,91.67763157894736,3572.35,185
7504-UWHNB,True,False,False,False,25,True,False,True,False,False,False,False,False,False,Month-to-month,False,Electronic check,69.75,1729.35,False,2,66.51346153846154,2-3 years,2-3 yearsMonth-to-month,False,22.17115384615385,0.2222222222222222,63.83076923076923,1743.75,50
2582-FFFZR,False,False,False,False,22,False,False,True,False,False,True,False,True,True,Month-to-month,True,Electronic check,50.6,1073.3,False,4,46.665217391304346,1-2 years,1-2 yearsMonth-to-month,False,9.333043478260867,0.4444444444444444,44.46521739130434,1113.2,88
8908-NMQTX,True,False,False,False,72,False,False,True,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),65.6,4566.5,False,7,62.55479452054794,5+ years,5+ yearsTwo year,False,7.819349315068493,0.7777777777777778,61.65616438356164,4723.2,504
2187-LZGPL,False,False,False,False,7,False,False,True,False,True,False,False,False,True,Month-to-month,True,Credit card (automatic),40.1,293.3,True,3,36.6625,<1 year,<1 yearMonth-to-month,False,9.165625,0.3333333333333333,31.65,280.7,21
1431-AIDJQ,True,False,True,True,33,True,False,True,False,True,True,True,True,True,Two year,False,Credit card (automatic),82.1,2603.1,False,7,76.56176470588235,2-3 years,2-3 yearsTwo year,True,9.570220588235294,0.7777777777777778,74.1470588235294,2709.3,231
6288-LBEAR,False,False,False,False,23,True,False,True,False,True,False,True,False,False,Month-to-month,True,Mailed check,79.1,1783.75,False,4,74.32291666666667,1-2 years,1-2 yearsMonth-to-month,True,14.864583333333334,0.4444444444444444,71.02708333333334,1819.3,92
4597-NUCQV,True,True,False,False,24,True,True,True,False,True,False,False,True,True,Month-to-month,True,Electronic check,101.25,2440.15,True,6,97.606,1-2 years,1-2 yearsMonth-to-month,True,13.943714285714288,0.6666666666666666,93.556,2430.0,144
9019-QVLZD,False,False,False,False,1,True,False,True,False,False,False,False,True,False,Month-to-month,False,Electronic check,79.55,79.55,True,3,39.775,<1 year,<1 yearMonth-to-month,True,9.94375,0.3333333333333333,0.0,79.55,3
8413-YNHNV,True,False,False,False,69,True,True,True,True,True,True,True,True,True,Two year,False,Mailed check,90.65,6322.1,False,9,90.3157142857143,5+ years,5+ yearsTwo year,True,9.031571428571429,1.0,89.02071428571429,6254.85,621
5808-TOTXO,False,False,False,True,3,True,False,False,False,False,False,False,False,False,One year,True,Credit card (automatic),20.55,57.4,False,1,14.35,<1 year,<1 yearOne year,False,7.175,0.1111111111111111,9.2125,61.650000000000006,3
4369-NYSCF,True,False,False,False,56,True,False,True,False,True,False,True,True,True,One year,True,Bank transfer (automatic),75.75,4284.65,False,6,75.16929824561403,4-5 years,4-5 yearsOne year,True,10.73847117794486,0.6666666666666666,73.84035087719298,4242.0,336
6333-YDVLT,True,False,False,False,65,True,True,True,True,False,True,True,True,True,One year,True,Credit card (automatic),110.0,7138.65,False,8,108.16136363636365,5+ years,5+ yearsOne year,True,12.017929292929292,0.8888888888888888,106.49469696969696,7150.0,520
5324-KTGCG,True,False,True,False,71,True,False,False,False,False,False,False,False,False,One year,False,Electronic check,20.85,1539.75,False,1,21.385416666666668,5+ years,5+ yearsOne year,False,10.692708333333334,0.1111111111111111,21.09583333333333,1480.35,71
5599-HVLTW,False,True,False,False,14,True,True,True,False,False,True,False,False,False,Month-to-month,True,Bank transfer (automatic),80.35,1058.1,False,4,70.53999999999999,1-2 years,1-2 yearsMonth-to-month,True,14.108,0.4444444444444444,65.18333333333332,1124.9,56
7394-LWLYN,False,False,False,False,2,True,False,True,False,False,False,False,False,False,Month-to-month,True,Electronic check,70.15,123.8,False,2,41.266666666666666,<1 year,<1 yearMonth-to-month,False,13.755555555555556,0.2222222222222222,17.88333333333333,140.3,4
3707-LRWZD,False,False,False,False,32,True,True,True,False,False,False,False,True,False,One year,False,Electronic check,84.05,2781.85,True,4,84.29848484848485,2-3 years,2-3 yearsOne year,True,16.85969696969697,0.4444444444444444,81.75151515151515,2689.6,128
6873-UDNLD,True,False,False,False,40,True,False,True,True,False,True,False,False,True,Month-to-month,False,Electronic check,67.45,2731.0,False,5,66.60975609756098,3-4 years,3-4 yearsMonth-to-month,False,11.101626016260164,0.5555555555555556,64.96463414634147,2698.0,200
2700-LUEVA,True,False,False,False,1,True,False,False,False,False,False,False,False,False,Month-to-month,False,Credit card (automatic),20.75,20.75,False,1,10.375,<1 year,<1 yearMonth-to-month,False,5.1875,0.1111111111111111,0.0,20.75,1
1455-ESIQH,True,False,False,False,1,True,False,True,False,False,False,False,True,True,Month-to-month,True,Electronic check,89.1,89.1,True,4,44.55,<1 year,<1 yearMonth-to-month,True,8.91,0.4444444444444444,0.0,89.1,4
0958-YHXGP,False,False,False,False,7,True,False,True,False,False,False,False,False,False,Month-to-month,True,Mailed check,69.9,497.3,False,2,62.1625,<1 year,<1 yearMonth-to-month,False,20.72083333333333,0.2222222222222222,53.425,489.30000000000007,14
1101-SSWAG,False,False,True,False,15,True,True,True,False,False,False,False,False,False,Month-to-month,True,Electronic check,51.1,711.15,False,3,44.446875,1-2 years,1-2 yearsMonth-to-month,False,11.11171875,0.3333333333333333,41.253125,766.5,45
2979-SXESE,False,False,True,True,17,True,True,True,True,False,True,False,True,False,Month-to-month,False,Electronic check,94.4,1607.2,True,6,89.28888888888889,1-2 years,1-2 yearsMonth-to-month,True,12.755555555555556,0.6666666666666666,84.04444444444444,1604.8000000000002,102
4013-TLDHQ,True,False,False,False,19,True,False,True,False,True,True,False,False,False,Month-to-month,True,Electronic check,78.25,1490.95,True,4,74.5475,1-2 years,1-2 yearsMonth-to-month,True,14.9095,0.4444444444444444,70.635,1486.75,76
5743-KHMNA,True,False,False,False,71,True,True,False,False,False,False,False,False,False,Two year,False,Bank transfer (automatic),25.55,1898.1,False,2,26.3625,5+ years,5+ yearsTwo year,False,8.7875,0.2222222222222222,26.007638888888888,1814.05,142
4194-FJARJ,False,False,True,True,54,True,True,True,True,False,False,True,False,False,Two year,False,Bank transfer (automatic),60.0,3273.95,False,5,59.526363636363634,4-5 years,4-5 yearsTwo year,False,9.921060606060603,0.5555555555555556,58.43545454545454,3240.0,270
5325-UWTWJ,True,False,True,False,31,True,True,True,True,True,False,True,False,False,Month-to-month,True,Credit card (automatic),90.55,2929.75,False,6,91.5546875,2-3 years,2-3 yearsMonth-to-month,True,13.079241071428571,0.6666666666666666,88.725,2807.05,186
3969-GYXEL,False,False,False,False,11,True,False,True,True,False,False,False,False,False,Month-to-month,False,Electronic check,76.4,838.7,False,3,69.89166666666667,<1 year,<1 yearMonth-to-month,True,17.472916666666666,0.3333333333333333,63.525000000000006,840.4000000000001,33
9208-OLGAQ,False,True,False,False,18,True,False,True,False,False,True,False,False,True,Month-to-month,True,Electronic check,84.95,1443.65,False,4,75.98157894736842,1-2 years,1-2 yearsMonth-to-month,True,15.196315789473685,0.4444444444444444,71.51052631578948,1529.1,72
3244-CQPHU,False,True,False,False,72,True,True,True,True,True,False,True,True,True,Two year,True,Bank transfer (automatic),110.1,7746.7,False,8,106.11917808219178,5+ years,5+ yearsTwo year,True,11.791019786910198,0.8888888888888888,104.61095890410958,7927.2,576
2674-MLXMN,False,True,False,False,71,True,True,True,False,True,False,False,True,True,Month-to-month,True,Credit card (automatic),99.65,6951.15,False,6,96.54375,5+ years,5+ yearsMonth-to-month,True,13.791964285714284,0.6666666666666666,95.15972222222224,7075.150000000001,426
9708-HPXWZ,True,True,False,False,5,False,False,True,False,False,True,True,True,False,Month-to-month,False,Credit card (automatic),45.4,214.75,False,4,35.791666666666664,<1 year,<1 yearMonth-to-month,False,7.158333333333333,0.4444444444444444,28.225,227.0,20
6992-TKNYO,True,False,True,False,38,True,True,True,False,False,True,True,False,True,One year,False,Credit card (automatic),69.0,2669.45,False,6,68.4474358974359,3-4 years,3-4 yearsOne year,False,9.778205128205128,0.6666666666666666,66.67820512820512,2622.0,228
4468-YDOVK,True,False,False,True,5,True,False,True,False,False,False,True,False,False,Month-to-month,True,Bank transfer (automatic),48.65,235.2,False,3,39.2,<1 year,<1 yearMonth-to-month,False,9.8,0.3333333333333333,31.091666666666665,243.25,15
3754-DXMRT,True,True,False,False,2,True,False,True,False,False,False,False,False,False,Month-to-month,True,Electronic check,44.15,92.65,True,2,30.883333333333336,<1 year,<1 yearMonth-to-month,False,10.294444444444446,0.2222222222222222,16.166666666666668,88.3,4
5792-JALQC,False,True,False,False,52,True,True,True,True,False,True,False,False,False,Two year,False,Bank transfer (automatic),59.85,3103.25,False,5,58.551886792452834,4-5 years,4-5 yearsTwo year,False,9.75864779874214,0.5555555555555556,57.422641509433966,3112.2000000000003,260
7130-VTEWQ,False,True,False,False,8,True,True,True,False,False,False,False,False,False,Month-to-month,True,Electronic check,75.75,606.25,True,3,67.36111111111111,<1 year,<1 yearMonth-to-month,True,16.84027777777778,0.3333333333333333,58.94444444444444,606.0,24
2200-DSAAL,False,False,False,False,68,True,True,True,False,True,True,False,True,True,Two year,True,Electronic check,80.65,5330.2,False,7,77.24927536231884,5+ years,5+ yearsTwo year,True,9.656159420289857,0.7777777777777778,76.0804347826087,5484.200000000001,476
4302-ZYFEL,True,False,True,True,69,True,False,False,False,False,False,False,False,False,One year,True,Credit card (automatic),20.55,1403.1,False,1,20.044285714285717,5+ years,5+ yearsOne year,False,10.022142857142857,0.1111111111111111,19.750714285714285,1417.95,69
9351-LZYGF,False,False,True,False,42,True,True,True,True,True,False,True,False,False,Month-to-month,True,Credit card (automatic),66.4,2727.8,False,6,63.437209302325584,3-4 years,3-4 yearsMonth-to-month,False,9.062458471760795,0.6666666666666666,61.89302325581396,2788.8,252
4366-CTOUZ,False,False,False,False,50,True,False,True,False,True,False,True,True,True,Two year,True,Mailed check,100.2,5038.45,False,6,98.79313725490196,4-5 years,4-5 yearsTwo year,True,14.113305322128852,0.6666666666666666,96.82843137254902,5010.0,300
6121-VZNQB,False,False,False,False,1,True,False,False,False,False,False,False,False,False,Month-to-month,True,Mailed check,19.1,19.1,True,1,9.55,<1 year,<1 yearMonth-to-month,False,4.775,0.1111111111111111,0.0,19.1,1
7903-CMPEY,True,True,True,False,1,True,True,True,True,False,False,False,False,False,Month-to-month,True,Electronic check,80.3,80.3,True,4,40.15,<1 year,<1 yearMonth-to-month,True,8.03,0.4444444444444444,0.0,80.3,4
1518-OMDIK,True,False,True,False,33,True,False,True,False,False,False,False,False,False,Month-to-month,True,Credit card (automatic),44.55,1462.6,False,2,43.01764705882353,2-3 years,2-3 yearsMonth-to-month,False,14.339215686274509,0.2222222222222222,41.70735294117647,1470.15,66
